design, automation, and test in europe,Bernhard Josko
design, automation, and test in europe,Thomas Peikenkamp
design, automation, and test in europe,Ingo Stierand
conference on scientific computing,Sanjiv Taneja
conference on scientific computing,Bruce W. Weide
Journal of Computer and System Sciences,Johann A. Makowsky
Journal of Computer and System Sciences,Julian Mariño
intelligent robots and systems,Roberto Arroyo
intelligent robots and systems,Pablo F. Alcantarilla
intelligent robots and systems,Luis Miguel Bergasa
intelligent robots and systems,Eduardo Romera
computer analysis of images and patterns,Daniel Mohr
computer analysis of images and patterns,Gabriel Zachmann
international conference in central europe on computer graphics and visualization,Pavel Slavík
international conference in central europe on computer graphics and visualization,Ivana Kolingerová
acm symposium on applied computing,Martin Nečaský
acm symposium on applied computing,Irena Mlýnková
network operations and management symposium,Germán S. Goldszmidt
information processing in sensor networks,Ashish Goel
information processing in sensor networks,Sanjeev Khanna
arXiv: Computer Vision and Pattern Recognition,Jan Egger
arXiv: Computer Vision and Pattern Recognition,Bernd Freisleben
arXiv: Computer Vision and Pattern Recognition,Randolph M. Setser
arXiv: Computer Vision and Pattern Recognition,Rahul Renapuraar
arXiv: Computer Vision and Pattern Recognition,Christina Biermann
arXiv: Computer Vision and Pattern Recognition,Thomas O'Donnell
Siam Journal on Mathematical Analysis,Harald Garcke
Siam Journal on Mathematical Analysis,Kazuo Ito
Siam Journal on Mathematical Analysis,Yoshihito Kohsaka
Computers in Biology and Medicine,Costas Sideris
Computers in Biology and Medicine,Mohammad Pourhomayoun
Computers in Biology and Medicine,Haik Kalantarian
Computers in Biology and Medicine,Majid Sarrafzadeh
cyber-enabled distributed computing and knowledge discovery,Hao Xiang
cyber-enabled distributed computing and knowledge discovery,Xiaogen Jiang
cyber-enabled distributed computing and knowledge discovery,Qunfeng Shang
international conference on acoustics, speech, and signal processing,Gurmeet Singh
international conference on acoustics, speech, and signal processing,Ashish Panda
international conference on acoustics, speech, and signal processing,Saurav Bhattacharyya
international conference on acoustics, speech, and signal processing,Thambipillai Srikanthan
Concurrent Engineering,François Cluzel
Concurrent Engineering,Bernard Yannou
Concurrent Engineering,Yann Leroy
Concurrent Engineering,Dominique Millet
computer supported cooperative work in design,Weili Kou
computer supported cooperative work in design,Peng Gong
computer supported cooperative work in design,Kai Cai
computer supported cooperative work in design,Jing Wang
international conference on computational linguistics,Swapna Gottipati
international conference on computational linguistics,Jing Jiang
international conference on acoustics, speech, and signal processing,Mai Quyen Pham
international conference on acoustics, speech, and signal processing,Caroline Chaux
international conference on acoustics, speech, and signal processing,Laurent Duval
international conference on acoustics, speech, and signal processing,Jean-Christophe Pesquet
Iet Communications,Mutsam A. Jarajreh
Iet Communications,J. L. Wei
Iet Communications,Jianming Tang
Iet Communications,Zabih Ghassemlooy
Iet Communications,Wai Pang Ng
computing and combinatorics conference,Lane A. Hemaspaandra
computing and combinatorics conference,Jörg Rothe
international conference on wireless communications and mobile computing,Walid Balid
international conference on wireless communications and mobile computing,Samer A. Rajab
international conference on wireless communications and mobile computing,Hazem H. Refai
international symposium on microarchitecture,Bradford M. Beckmann
international symposium on microarchitecture,David A. Wood
application-specific systems, architectures, and processors,Ross Thompson
application-specific systems, architectures, and processors,James E. Stine
The International Arab Journal of Information Technology,Sofien Gannouni
The International Arab Journal of Information Technology,Mutaz Beraka
The International Arab Journal of Information Technology,Hassan Mathkour
international conference on parallel and distributed systems,Guangtao Xue
international conference on parallel and distributed systems,Zhongwei Li
international conference on parallel and distributed systems,Hongzi Zhu
international conference on parallel and distributed systems,Yunhuai Liu
IEEE Transactions on Very Large Scale Integration Systems,Xiaoxiao Wang
IEEE Transactions on Very Large Scale Integration Systems,Mohammad Tehranipoor
IEEE Transactions on Very Large Scale Integration Systems,Saji George
IEEE Transactions on Very Large Scale Integration Systems,Dat Tran
IEEE Transactions on Very Large Scale Integration Systems,LeRoy Winemberg
international conference of the ieee engineering in medicine and biology society,Weisheng Kong
international conference of the ieee engineering in medicine and biology society,Salvatore Sessa
international conference of the ieee engineering in medicine and biology society,Di Zhang
international conference of the ieee engineering in medicine and biology society,Massimiliano Zecca
international conference of the ieee engineering in medicine and biology society,Sarah Cosentino
international conference of the ieee engineering in medicine and biology society,Hiroyuki Ishii
international conference of the ieee engineering in medicine and biology society,Daniele Magistro
international conference of the ieee engineering in medicine and biology society,Hikaru Takeuchi
international conference of the ieee engineering in medicine and biology society,Ryuta Kawashima
international conference of the ieee engineering in medicine and biology society,Atsuo Takanishi
international world wide web conferences,Matthijs Hovelynck
international world wide web conferences,Boris Chidlovskii
Nucleic Acids Research,Shujing Li
Nucleic Acids Research,Ke Shui
Nucleic Acids Research,Ying Zhang
Nucleic Acids Research,Yongqiang Lv
Nucleic Acids Research,Wankun Deng
Nucleic Acids Research,Shahid Ullah
Nucleic Acids Research,Luoying Zhang
Nucleic Acids Research,Yu Xue
conference on automated deduction,Tobias Nipkow
conference on automated deduction,Zhenyu Qian
IEEE Signal Processing Magazine,Carlos Dias Maciel
IEEE Signal Processing Magazine,José Carlos Pereira
IEEE Signal Processing Magazine,David E. Stewart
symposium on computer arithmetic,Gary W. Cobb
conference of the international speech communication association,Marijn Huijbregts
conference of the international speech communication association,Roeland Ordelman
conference of the international speech communication association,Franciska de Jong
ACM Transactions on Sensor Networks,Weifa Liang
ACM Transactions on Sensor Networks,Wenzheng Xu
ACM Transactions on Sensor Networks,Xiaojiang Ren
ACM Transactions on Sensor Networks,Xiaohua Jia
ACM Transactions on Sensor Networks,Xiaola Lin
cooperative information systems,Adriana Santarosa Vivacqua
cooperative information systems,Melfry Moreno
cooperative information systems,Jano Moreira de Souza
international conference on communications,Christopher Ware
international conference on communications,Tadeusz A. Wysocki
international conference on communications,Joe F. Chicharo
conference of the international speech communication association,Blaise Thomson
conference of the international speech communication association,Milica Gasic
conference of the international speech communication association,Simon Keizer
conference of the international speech communication association,François Mairesse
conference of the international speech communication association,Jost Schatzmann
conference of the international speech communication association,Kai Yu
conference of the international speech communication association,Steve J. Young
IEEE Signal Processing Letters,Kuang Cai
IEEE Signal Processing Letters,Hongbin Li
IEEE Signal Processing Letters,Joseph Mitola
pervasive computing and communications,Takashi Hamatani
pervasive computing and communications,Akira Uchiyama
pervasive computing and communications,Teruo Higashino
european conference on circuit theory and design,Stanislaw Osowski
congress on evolutionary computation,Stephen Chen
congress on evolutionary computation,Sarah Razzaqi
congress on evolutionary computation,Vincent Lupien
Performance Evaluation,Yuehai Xu
Performance Evaluation,Eitan Frachtenberg
Performance Evaluation,Song Jiang
asian conference on computer vision,Liang Huang
asian conference on computer vision,Yong Ma
asian conference on computer vision,Yoshihisa Ijiri
asian conference on computer vision,Shihong Lao
asian conference on computer vision,Masato Kawade
asian conference on computer vision,Yuming Zhao
symposium on languages, applications and technologies,Preben Wik
integrated network management,M. O'Connell
integrated network management,Vincent Wade
international conference on agents and artificial intelligence,Jérémy Boes
international conference on agents and artificial intelligence,Tom Jorquera
international conference on agents and artificial intelligence,Guy Camilleri
conference on computer supported cooperative work,Jeremy Goecks
conference on computer supported cooperative work,Elizabeth D. Mynatt
IEEE Journal of Selected Topics in Signal Processing,Jason D. Williams
IEEE Journal of Selected Topics in Signal Processing,Kai Yu
IEEE Journal of Selected Topics in Signal Processing,Brahim Chaib-draa
IEEE Journal of Selected Topics in Signal Processing,Oliver Lemon
IEEE Journal of Selected Topics in Signal Processing,Roberto Pieraccini
IEEE Journal of Selected Topics in Signal Processing,Olivier Pietquin
IEEE Journal of Selected Topics in Signal Processing,Pascal Poupart
IEEE Journal of Selected Topics in Signal Processing,Steve J. Young
Lecture Notes in Computer Science,Francesco Amigoni
Lecture Notes in Computer Science,Mauro Villa
european conference on symbolic and quantitative approaches to reasoning and uncertainty,Salem Benferhat
european conference on symbolic and quantitative approaches to reasoning and uncertainty,Karima Sedki
asia-pacific services computing conference,Liu Yang
asia-pacific services computing conference,Zhigang Hu
asia-pacific services computing conference,Jun Long
international conference on parallel processing,Wei Tang
international conference on parallel processing,Dongxu Ren
international conference on parallel processing,Zhiling Lan
international conference on parallel processing,Narayan Desai
international conference on acoustics, speech, and signal processing,Nuthalapati Chowdary
international conference on acoustics, speech, and signal processing,Willem Steenaart
BMC Bioinformatics,Petri Törönen
BMC Bioinformatics,Petri Pehkonen
BMC Bioinformatics,Liisa Holm
arXiv: Quantum Physics,Edmond A. Jonckheere
arXiv: Quantum Physics,Sophie G. Schirmer
arXiv: Quantum Physics,Frank Curd Langbein
artificial intelligence and interactive digital entertainment conference,Noor Shaker
artificial intelligence and interactive digital entertainment conference,Georgios N. Yannakakis
artificial intelligence and interactive digital entertainment conference,Julian Togelius
international conference on pattern recognition applications and methods,Tomaso Poggio
international symposium on neural networks,Leonid I. Perlovsky
international conference on conceptual structures,Benjamin Ganis
international conference on conceptual structures,Mary F. Wheeler
international conference on conceptual structures,Ivan Yotov
trust and trustworthy computing,Alexander Böttcher
trust and trustworthy computing,Bernhard Kauer
trust and trustworthy computing,Hermann Härtig
international conference on artificial neural networks,Steffen Hölldobler
international conference on artificial neural networks,Carroline Dewi Puspa Kencana Ramli
International Journal of Image and Graphics,Vibha Vyas
International Journal of Image and Graphics,Priti P. Rege
knowledge science engineering and management,He Hu
knowledge science engineering and management,Xiaoyong Du
international symposium on physical design,Tsung-Hsien Lee
international symposium on physical design,Ting-Chi Wang
network and operating system support for digital audio and video,Rei Hamakawa
network and operating system support for digital audio and video,Hidekazu Sakagami
network and operating system support for digital audio and video,Jun Rekimoto
Journal of Mathematical Imaging and Vision,Yihong Wu
Journal of Mathematical Imaging and Vision,Zhanyi Hu
Sigplan Notices,Daniel J. Salomon
Sigplan Notices,Gordon V. Cormack
Journal of Information Technology,Aaron M. French
Journal of Information Technology,Jung P. Shim
hawaii international conference on system sciences,Mark Keil
hawaii international conference on system sciences,Joan Mann
international conference on acoustics, speech, and signal processing,Michel Auguin
international conference on acoustics, speech, and signal processing,F. Boeri
The International Journal of Robotics Research,Ravi Vaidyanathan
The International Journal of Robotics Research,M.P. Fargues
The International Journal of Robotics Research,R. Serdar Kurcan
The International Journal of Robotics Research,Lalit Gupta
The International Journal of Robotics Research,Srinivas Kota
The International Journal of Robotics Research,Roger D. Quinn
The International Journal of Robotics Research,Dong Lin
iberoamerican congress on pattern recognition,Rafael Fernández
iberoamerican congress on pattern recognition,Jean-François Bonastre
iberoamerican congress on pattern recognition,Driss Matrouf
iberoamerican congress on pattern recognition,José R. Calvo
acm symposium on applied computing,Svein Yngvar Willassen
Empirical Software Engineering,Khaled El-Emam
Empirical Software Engineering,Dennis R. Goldenson
Empirical Software Engineering,James McCurley
Empirical Software Engineering,James D. Herbsleb
robotics and biomimetics,Zhongkui Wang
robotics and biomimetics,Damith Suresh Chathuranga
robotics and biomimetics,Shinichi Hirai
international conference on communications,Harish Ganapathy
international conference on communications,Dimitrios A. Pados
international conference on communications,George N. Karystinos
International Journal of E-health and Medical Communications,Fariba Latifi
International Journal of E-health and Medical Communications,Somayeh Alizadeh
very large data bases,Navneet Potti
very large data bases,Jignesh M. Patel
international conference on computational linguistics,Rebecca J. Passonneau
international conference on computational linguistics,Nancy Ide
international conference on computational linguistics,Songqiao Su
international conference on computational linguistics,Jesse Stuart
Lecture Notes in Computer Science,Kenichi Fujibayashi
Lecture Notes in Computer Science,Satoshi Murata
international parallel and distributed processing symposium,John May
text speech and dialogue,Shazia Akhtar
text speech and dialogue,Ronan G. Reilly
text speech and dialogue,John Dunnion
conference on decision and control,Alberto Bemporad
conference on decision and control,Claudio Rocchi
acm multimedia,Jia Chen
acm multimedia,Qin Jin
acm multimedia,Weipeng Zhang
acm multimedia,Shenghua Bao
acm multimedia,Zhong Su
acm multimedia,Yong Yu
International Journal of Strategic Decision Sciences,Prem Lal Joshi
International Journal of Strategic Decision Sciences,Ashutosh Deshmukh
International Journal of Strategic Decision Sciences,Nik Mohamad Zaki Nik Salleh
International Journal of Strategic Decision Sciences,Nahariah Jaffar
Ecological Informatics,D. Gross
Ecological Informatics,Grégoire Dubois
Ecological Informatics,Jean-François Pekel
Ecological Informatics,Philippe Mayaux
Ecological Informatics,Milena Holmgren
Ecological Informatics,Herbert H. T. Prins
Ecological Informatics,Carlo Rondinini
Ecological Informatics,Luigi Boitani
wearable and implantable body sensor networks,Robert LeMoyne
wearable and implantable body sensor networks,Frederic Heerinckx
wearable and implantable body sensor networks,Tanya V Aranca
wearable and implantable body sensor networks,Robert Jäger
wearable and implantable body sensor networks,Theresa A. Zesiewicz
wearable and implantable body sensor networks,Harry J. Saal
Ercim News,Pau Giner
Ercim News,Carlos Cetina
Ercim News,Joan Fons
Ercim News,Vicente Pelechano
IEEE Transactions on Image Processing,Yosi Keller
IEEE Transactions on Image Processing,Amir Averbuch
international symposium on information theory,Yan Zhu
international symposium on information theory,Dongning Guo
vehicular technology conference,Mohammed Al-Imari
vehicular technology conference,Muhammad Ali Imran
vehicular technology conference,Rahim Tafazolli
vehicular technology conference,Dageng Chen
Journal of Research and Practice in Information Technology,Lloyd Allison
Graphs and Combinatorics,Romeo Rizzi
Computer Communications,Eleonora Borgia
Computer Communications,Danielo G. Gomes
Computer Communications,Brent Lagesse
Computer Communications,Rodger Lea
Computer Communications,Daniele Puccinelli
conference on information sciences and systems,Xin Wang
conference on information sciences and systems,Georgios B. Giannakis
conference on information sciences and systems,Yingqun Yu
international world wide web conferences,Zhong Zeng
international world wide web conferences,Zhifeng Bao
international world wide web conferences,Mong Li Lee
international world wide web conferences,Tok Wang Ling
Discrete Event Dynamic Systems,David Thorsley
Discrete Event Dynamic Systems,Demosthenis Teneketzis
International Journal of Metadata, Semantics and Ontologies,Raymond Wu
international conference on acoustics, speech, and signal processing,Tom Bäckström
international conference on acoustics, speech, and signal processing,Christian Fischer Pedersen
international conference on acoustics, speech, and signal processing,Johannes Fischer
international conference on acoustics, speech, and signal processing,Grzegorz Pietrzyk
Computer Physics Communications,L.T. Kong
Computer Physics Communications,Guido Bartels
Computer Physics Communications,Carlos Campañá
Computer Physics Communications,Colin Denniston
Computer Physics Communications,Martin H. Müser
Applied Mathematics and Computation,Ching-yu Chen
Applied Mathematics and Computation,Tsung-fang Wu
Journal of Software Maintenance and Evolution: Research and Practice,Ramya Ravichandar
Journal of Software Maintenance and Evolution: Research and Practice,James D. Arthur
Journal of Software Maintenance and Evolution: Research and Practice,Shawn A. Bohner
Journal of Software Maintenance and Evolution: Research and Practice,David P. Tegarden
international symposium on information theory and its applications,Raul Martinez-Noriega
international symposium on information theory and its applications,Brian M. Kurkoski
international symposium on information theory and its applications,Kazuhiko Yamaguchi
international symposium on information theory and its applications,Kingo Kobayashi
Clei Electronic Journal,Gustavo Pessin
Clei Electronic Journal,Fernando Santos Osório
Communications in Statistics - Simulation and Computation,Omar A. Kittaneh
Communications in Statistics - Simulation and Computation,Mohamed El-Beltagy
International Journal of Bifurcation and Chaos,Shahram Etemadi Borujeni
International Journal of Bifurcation and Chaos,Mohammad Eshghi
International Journal of Bifurcation and Chaos,Mahdi Safarnejad Boroujeni
Telematics and Informatics,Bing Zhang
business information systems,Torsten Lunze
business information systems,Philipp Katz
business information systems,Dirk Röhrborn
business information systems,Alexander Schill
Neurocomputing,Foti Coleca
Neurocomputing,Andreea State
Neurocomputing,Sascha Klement
Neurocomputing,Erhardt Barth
Neurocomputing,Thomas Martinetz
european conference on information systems,Steinar Kristoffersen
BMC Medical Informatics and Decision Making,Hui-Chuan Shih
BMC Medical Informatics and Decision Making,Pesus Chou
BMC Medical Informatics and Decision Making,Chi-Ming Liu
BMC Medical Informatics and Decision Making,Tao-Hsin Tung
International Game Theory Review,Vladimir V. Mazalov
International Game Theory Review,Anna V. Melnik
database and expert systems applications,Manolis Marazakis
database and expert systems applications,Dimitris Papadakis
database and expert systems applications,Christos Nikolaou
european symposium on programming,Matthew R. Lakin
european symposium on programming,Andrew M. Pitts
international conference on acoustics, speech, and signal processing,Kimberly J. Fink
international conference on acoustics, speech, and signal processing,Laura E. Ray
Journal of Electronic Imaging,Guang Huo
Journal of Electronic Imaging,Yuanning Liu
Journal of Electronic Imaging,Xiaodong Zhu
Journal of Electronic Imaging,Hongxing Dong
Journal of Electronic Imaging,Fei He
Computers & Chemical Engineering,Michael Grimm
Computers & Chemical Engineering,Sandip Mazumder
advanced information networking and applications,Sheng-Tzong Cheng
advanced information networking and applications,Jian-Pan Li
advanced information networking and applications,Gwo-Jiun Horng
Applied Mathematics Letters,George A. Anastassiou
Applied Mathematics Letters,Sorin G. Gal
technical symposium on computer science education,Austin Cory Bart
bioinformatics and biomedicine,Haohan Wang
bioinformatics and biomedicine,Jingkang Yang
languages and compilers for parallel computing,James R. Larus
arXiv: Category Theory,Ohad Kammar
Int'l J. of Communications, Network and System Sciences,Khodr A. Saaifan
Int'l J. of Communications, Network and System Sciences,Emad K. Al-Hussaini
Journal of Systems and Software,Alain Abran
Journal of Systems and Software,Pierre N. Robillard
international conference on acoustics, speech, and signal processing,Yanbo Xue
international conference on acoustics, speech, and signal processing,Jinkuan Wang
international conference on acoustics, speech, and signal processing,Zhigang Liu
Annals of Gis \/ Geographic Information Sciences,Yifei Sun
information sciences, signal processing and their applications,David Dean
information sciences, signal processing and their applications,Patrick Lucey
information sciences, signal processing and their applications,Sridha Sridharan
information sciences, signal processing and their applications,Tim Wark
the internet of things,Soochang Park
the internet of things,Noel Crespi
the internet of things,Hosung Park
the internet of things,Sang-Ha Kim
Journal of Librarianship and Information Science,Annemaree Lloyd
Computers & Chemical Engineering,Alexander W. Dowling
Computers & Chemical Engineering,Cheshta Balwani
Computers & Chemical Engineering,Qianwen Gao
Computers & Chemical Engineering,Lorenz T. Biegler
database and expert systems applications,Alfredo Regalado
database and expert systems applications,Marlene Goncalves
database and expert systems applications,Soraya Abad-Mota
Journal of Intelligent and Fuzzy Systems,Fernando Lopes
Journal of Intelligent and Fuzzy Systems,Nuno J. Mamede
Journal of Intelligent and Fuzzy Systems,Augusto Q. Novais
Journal of Intelligent and Fuzzy Systems,Helder Coelho
international conference on evolvable systems,Garrison W. Greenwood
international conference on evolvable systems,Shubham Chopra
european conference on information systems,Lars Svensson
Signal Processing,Wei Zhang
Signal Processing,Hai Yu
Signal Processing,Yuli Zhao
Signal Processing,Zhiliang Zhu
Mathematical and Computer Modelling,Abdelghani Bellouquid
European Journal of Operational Research,Michael Doumpos
European Journal of Operational Research,Yannis Marinakis
European Journal of Operational Research,Magdalene Marinaki
European Journal of Operational Research,Constantin Zopounidis
ubiquitous intelligence and computing,Haodong Guo
ubiquitous intelligence and computing,Ling Chen
ubiquitous intelligence and computing,Gencai Chen
ubiquitous intelligence and computing,Mingqi Lv
ieee international conference on high performance computing data and analytics,Robert Preissl
ieee international conference on high performance computing data and analytics,John Shalf
ieee international conference on high performance computing data and analytics,Nathan Wichmann
ieee international conference on high performance computing data and analytics,Stephane Ethier
ieee international conference on high performance computing data and analytics,Bill Long
ieee international conference on high performance computing data and analytics,Alice Koniges
signal processing systems,J. P. Gray
signal processing systems,Tom Kean
International Journal of Bioinformatics Research and Applications,Xin Zhu
International Journal of Bioinformatics Research and Applications,Daming Wei
Journal of Graph Theory,Peter Dankelmann
Journal of Graph Theory,Roger C. Entringer
Applied Soft Computing,Drew Guckenberger
Applied Soft Computing,Kevin T. Kornegay
Microelectronics Reliability,Mathias Plappert
Microelectronics Reliability,Oliver Humbel
Microelectronics Reliability,Angelika Koprowski
Microelectronics Reliability,Mathias Nowottnick
Neural Processing Letters,Muhammad Syafiq Mohd Pozi
Neural Processing Letters,Nasir Sulaiman
Neural Processing Letters,Norwati Mustapha
Neural Processing Letters,Thinagaran Perumal
Communications in Statistics - Simulation and Computation,Gheorghe Craciun
Communications in Statistics - Simulation and Computation,Jaejik Kim
Communications in Statistics - Simulation and Computation,Casian Pantea
Communications in Statistics - Simulation and Computation,Grzegorz A. Rempala
IEEE Transactions on Wireless Communications,Pamela Youssef-Massaad
IEEE Transactions on Wireless Communications,Lizhong Zheng
IEEE Transactions on Wireless Communications,Muriel Medard
international conference on information systems security,Patrick Düssel
international conference on information systems security,Christian Gehl
international conference on information systems security,Pavel Laskov
international conference on information systems security,Konrad Rieck
Cognitive Science,Whitney Tabor
Cognitive Science,Michael K. Tanenhaus
virtual reality software and technology,Daniel Torres
virtual reality software and technology,Pierre Boulanger
international workshop on rfid technology,Luca Catarinucci
international workshop on rfid technology,Luciano Tarricone
international workshop on rfid technology,Riccardo Colella
international workshop on rfid technology,Alessandra Esposito
global communications conference,J. van Lunteren
international conference on wireless communications and mobile computing,Xueshan Shan
international conference on wireless communications and mobile computing,Alok Shriram
cross language evaluation forum,Thomas Arni
cross language evaluation forum,Paul D. Clough
cross language evaluation forum,Mark Sanderson
cross language evaluation forum,Michael Grubinger
quality of software architectures,Yuanfang Cai
quality of software architectures,Hanfei Wang
quality of software architectures,Sunny Wong
quality of software architectures,Linzhang Wang
IEEE Transactions on Fuzzy Systems,Imre J. Rudas
IEEE Transactions on Fuzzy Systems,Muhteşem Kaynak
international database engineering and applications symposium,Igo Ramalho Brilhante
international database engineering and applications symposium,José Antônio Fernandes de Macêdo
international database engineering and applications symposium,Chiara Renso
international database engineering and applications symposium,Marco A. Casanova
local computer networks,Haifeng Niu
local computer networks,Sarangapani Jagannathan
International Journal of Electronic Security and Digital Forensics,M. Duraipandian
International Journal of Electronic Security and Digital Forensics,C. Palanisamy
international symposium on algorithms and computation,Lukáš Folwarczný
international symposium on algorithms and computation,Jiří Sgall
personal, indoor and mobile radio communications,Jigang Liu
personal, indoor and mobile radio communications,Ronghui Wu
personal, indoor and mobile radio communications,Qingxin Su
Operations Research,Roman Kapuscinski
Operations Research,Sridhar R. Tayur
Mathematical and Computer Modelling,Yi-Li Huang
Mathematical and Computer Modelling,Fang-Yie Leu
Mathematical and Computer Modelling,Ko-Chung Wei
conference on scientific computing,Marco Conti
conference on scientific computing,Enrico Gregori
conference on scientific computing,Luciano Lenzini
conference on decision and control,Michele Furci
conference on decision and control,Roberto Naldi
conference on decision and control,Andrea Paoli
conference on decision and control,Lorenzo Marconi
Microelectronics Reliability,Paola Cristina Verdezoto Feijóo
Microelectronics Reliability,Moonju Cho
Microelectronics Reliability,Mitsuhiro Togo
Microelectronics Reliability,E. San Andrés
Microelectronics Reliability,Guido Groeseneken
Journal of the Association for Information Science and Technology,Bo Xie
IEEE Transactions on Information Theory,Jørn Justesen
IEEE Transactions on Information Theory,Lawrence R. Hughes
Mis Quarterly Executive,Kristine Dery
Mis Quarterly Executive,Judith MacCormick
international parallel and distributed processing symposium,Georgios I. Goumas
international parallel and distributed processing symposium,Aristidis Sotiropoulos
international parallel and distributed processing symposium,Nectarios Koziris
Ars Combinatoria,Mahesh M. Andar
Ars Combinatoria,Samina Boxwala
Ars Combinatoria,Nirmala B. Limaye
applied reconfigurable computing,Esam El-Araby
applied reconfigurable computing,Vikram K. Narayana
applied reconfigurable computing,Tarek A. El-Ghazawi
Automatica,Duo Han
Automatica,Junfeng Wu
Automatica,Huanshui Zhang
Automatica,Ling Shi
information sciences, signal processing and their applications,Ali Alemdar
information sciences, signal processing and their applications,Mohamed Ibnkahla
acm multimedia,Hang-Bong Kang
Future Internet,Corrado Zoppi
Future Internet,Sabrina Lai
International Journal of Wavelets, Multiresolution and Information Processing,Mina Aminghafari
International Journal of Wavelets, Multiresolution and Information Processing,Jean-Michel Poggi
design, automation, and test in europe,David Atienza
design, automation, and test in europe,Stylianos Mamagkakis
design, automation, and test in europe,Francky Catthoor
design, automation, and test in europe,José M. Mendías
design, automation, and test in europe,Dimitrios Soudris
Quantum Information & Computation,Scott Aaronson
international joint conference on artificial intelligence,Hong Chen
international joint conference on artificial intelligence,Senfa Chen
real time technology and applications symposium,Jochen Liedtke
real time technology and applications symposium,Hermann Härtig
real time technology and applications symposium,Michael Hohmuth
industrial engineering and engineering management,Shirley Zhao
industrial engineering and engineering management,Sherry Zhu
industrial engineering and engineering management,Sherry Guo
international conference on information systems,Y. Huang
international conference on information systems,Param Vir Singh
international conference on information systems,Tridas Mukhopadhyay
international symposium on imprecise probabilities and their applications,Enrique Miranda
international symposium on imprecise probabilities and their applications,Inés Couso
international symposium on imprecise probabilities and their applications,Pedro Gil
adaptive agents and multi agents systems,Dmitry Shiryaev
adaptive agents and multi agents systems,L. G. Yu
adaptive agents and multi agents systems,Edith Elkind
International Journal of Rf Technologies: Research and Applications,Massimo Bertolini
International Journal of Rf Technologies: Research and Applications,Gino Ferretti
International Journal of Rf Technologies: Research and Applications,Giuseppe Vignali
International Journal of Rf Technologies: Research and Applications,Andrea Volpi
international conference on human-computer interaction,So Yon Jeong
international conference on human-computer interaction,Da Young Ju
information processing in sensor networks,Xi Chen
information processing in sensor networks,Andrea Edelstein
information processing in sensor networks,Yunpeng Li
information processing in sensor networks,Mark Coates
information processing in sensor networks,Michael G. Rabbat
information processing in sensor networks,Aidong Men
international symposium on circuits and systems,Evgeny Artyomov
international symposium on circuits and systems,Orly Yadid-Pecht
european conference on computer vision,Kim Steenstrup Pedersen
european conference on computer vision,Ann B. Lee
computer supported cooperative work in design,Wangwei Chu
computer supported cooperative work in design,Yingguang Li
computer supported cooperative work in design,Wenping Mou
computer supported cooperative work in design,Changqing Liu
computer supported cooperative work in design,Limin Tang
ACM Transactions on Accessible Computing,Gemma Webster
ACM Transactions on Accessible Computing,Vicki L. Hanson
International Journal of Systems Science,Chien-Wei Wu
Information Fusion,Yan Wu
Information Fusion,Peng Zhang
Information Fusion,Ming Li
Information Fusion,Qiang Zhang
Information Fusion,Fan Wang
Information Fusion,Lu Jia
Mathematical and Computer Modelling,Lourdes Gómez-Valle
Mathematical and Computer Modelling,Julia Martínez-Rodríguez
IEEE Transactions on Human-Machine Systems,Nikolay Stefanov
IEEE Transactions on Human-Machine Systems,Carolina Passenberg
IEEE Transactions on Human-Machine Systems,Angelika Peer
IEEE Transactions on Human-Machine Systems,Martin Buss
IEEE Transactions on Biomedical Engineering,Soon Hyoung Pyo
IEEE Transactions on Biomedical Engineering,Jeongjin Lee
IEEE Transactions on Biomedical Engineering,Seongjin Park
IEEE Transactions on Biomedical Engineering,Kyoung Won Kim
IEEE Transactions on Biomedical Engineering,Yeong-Gil Shin
IEEE Transactions on Biomedical Engineering,Bo-Hyung Kim
international joint conference on natural language processing,Patrick Ziering
international joint conference on natural language processing,Lonneke van der Plas
international joint conference on natural language processing,Hinrich Schütze
conference of the international speech communication association,Iván Brito
conference of the international speech communication association,Néstor Becerra Yoma
conference of the international speech communication association,Carlos Molina
international conference on artificial neural networks,Marco K. Müller
international conference on artificial neural networks,Rolf P. Würtz
conference on decision and control,Satoshi Satoh
conference on decision and control,Kenji Fujimoto
international conference on acoustics, speech, and signal processing,Yongdong Wu
Real-time Systems,Joël Goossens
Real-time Systems,Emmanuel Grolleau
Real-time Systems,Liliana Cucu-Grosjean
international conference on computer graphics and interactive techniques,Saurabh Hindlekar
international conference on computer graphics and interactive techniques,Victor B. Zordan
international conference on computer graphics and interactive techniques,Emerson E. Smith
international conference on computer graphics and interactive techniques,John C. Welter
international conference on computer graphics and interactive techniques,William Garrett Mckay
ieee-ras international conference on humanoid robots,Andrej Gams
ieee-ras international conference on humanoid robots,Martin Do
ieee-ras international conference on humanoid robots,Ales Ude
ieee-ras international conference on humanoid robots,Tamim Asfour
ieee-ras international conference on humanoid robots,Rüdiger Dillmann
architectures for networking and communications systems,Faisal Khan
architectures for networking and communications systems,Lihua Yuan
architectures for networking and communications systems,Chen-Nee Chuah
architectures for networking and communications systems,Soheil Ghiasi
field programmable gate arrays,Kengo Azegami
field programmable gate arrays,Shoichiro Kashiwakura
field programmable gate arrays,Koichi Yamashita
Frontiers in Digital Humanities,Tom Verebes
international symposium on memory management,Théodore Chabardès
international symposium on memory management,Petr Dokládal
